Id,Review,Label
21119,The course was fantastic. It was very challenging. I could do with some additional opportunities for exploratory analysis to reinforce some concepts.,4
81122,"great course with wide coverage, really liked numerous real life examples, primarily historical ones :)",5
15464,This is a really good introduction to construction project management. I have learn some basic notions and I would thank you for that.,5
34197,"Good course, interesting information, but tests were not always clear for me (could not clear understand what it is asking about).",4
31352,This course he,5
93947,Learn this course whenever you get time to improve yourself.This course will help you learn anything more efficiently than before.Thanks for Dr. Oakley and Dr. Sejnowski.,5
51475,It's a very useful course!,5
47568,"As with many subjects, it is what you think you know that prevents one from making progress; both from a perspective of the lack of a perceived need for continued work as well as new and counter-intuitive concepts that are the essence of new understandings.",4
32708,"Great course, i love it.",5
80647,Excellent approach and content.,5
18843,"Hi, I am an IT specialist (30 years experience). I undertook the course so I could learn about IBM Bluemix and IoT development, and extend my skills/understanding of the environment. However, I have very little good to say about this course offering. I had numerous issues with what was offered:The videos were generally ok, but some had poor audio. There was minimal video (compared to any other course I have done), and more detail and discussion in videos would have been more helpful.Some of the video material is out of date already, as I suspect Bluemix layout has changed - this made navigation a bit confusing.The downloadable Pi image has changed since the course was prepared, and the newer image has different code as standard. I ended up having to muddle-through manually loading packages and dependencies, etc. to get things to work.I lost many hours trying to debug and rework assignment code, just to get it to work for the grader tool. This was further complicated by not having good debug output from the grader to work with. Naturally some of the grader fails were my own fault, but the majority of issues I ran in to could have been avoided by better worded assignments and/or more detail about requirements.Lastly, it was taking sometimes days to get any response to requests for guidance on the forums / discussions. In fact, I think the majority of useful assistance came from other students who had run in to the same issue(s). When you have a course that is such a short time frame, you really need to be providing assistance in a timely manner.I could not, in any good faith, recommend anyone take this course in the future - which is a little saddening. I do thank the lecturers for their efforts thus far, and sincerely hope they can either improve or drop this course offering in the future.",1
74723,Wonderful course!!! for every one!,5
82966,"excellent course. i love it very much, it's very useful.",5
21946,This course is of lower quality than the preceding courses. The final assignment instructions are not clear. The forums helped but I have the impression that they are not really followed by the mentors.,3
94149,"Sharp, immediately-actionable and very well presented. Five thumbs up.",5
81231,Loved this course. A little over my head but very interesting how economies work between us and other countries.,5
66391,Elementary courseï¼Œ great for professionals to refresh.,5
36909,Great learning experience. The video's are long but will definitely help you and your personal wealth.,5
24500,Just gives a very basic and layman level information about data analytics. Good course for people who are curious to know what data analytics is all about.,4
15119,The course is excellent for beginners!!,5
8012,highly recommended. very informative and very interesting. and maya a truly a great lecturer.smooth class.,5
196,Really fantastic and interesting intermediate accounting course,5
13650,Very good course. Since I've only done the audit I haven't practiced with the assignments (probably going to do so on my own time with a friend though).,5
96737,Excellent course with useful examples. I really recommend this course.,5
25818,"I tried other complex Unity3d courses online, and this one beats them all in the way it is built stage by stage. It doesn't pile too much information from the start, and lets you use pre-generated complex assests first, and only later explains them gradually. Even though I had some basic tutorial in Unity3d I couldn't imagine getting that far within a month, investing only about 3-4 hours on the lectures. The projects themselves consume as much time as you want/have to put into, with at least 3-4 hours on average, but if you want to really learn and improve your skill, it requires a lot more than that.",5
37113,great intro for js and front end newbies,5
39469,Thanks for this wonderful course.,5
56752,Amazing course. Through my first week now and it's a really good course,5
68370,"A Brilliant introduction to Machine Learning, I've tried several courses before but none of them got me engaged like this one. The instructors have a lot of knowledge and present the material in a very easy to understand way. Also the assignments and technical work is really engaging and challenges you to really learn the language and the concepts.",5
76839,The course is a great start. The professor really makes it fun to learn and uses good techniques to make concepts easy to understand.,5
29516,"great course!!, I bet a lot of people will be interested into a second part to this course!!, keep up the good work",5
28649,really helpful for my life and career,5
52867,"Overall great class, however, I'd have enjoyed more quantitative exercises and problem sets.",4
7241,Interesting course :),5
81625,Very very interesting and useful this course.,5
27606,I enjoyed the course. I gained a new awareness,5
38164,"Excellent introduction, with very apt assignments.",5
7275,"Direct and briefed to the point.new thoughts , Tools and Ideas :)",5
5494,"I really enjoyed this course; it's applicable to most aspects of your life. It gave me some perspective into past negotiations, and how I could make the next negotiation (whatever it is) in my life better.",5
79793,Great intro to Objective-C.,5
96595,"Thank you professor Jogesh K Muppala.This is one of the best courses in the UI domain and any one interested must attend.The best part was the hands on teaching methodology and added to this the spice up was ""What mistake I made"" - learn and correct by validating other participants work... I enjoyed it..... :)Apologies for always been the late latif in submissions...",5
59114,"Audio quality is not great. Also, all concepts could be easily taught in Python rather than Matlab.Great material never the less.",3
83284,Love the clarity of the instructors deliver which is supported by great explanations and most importantly visual aids & demonstrations. Ps... Especially loved the bloopers at the end. Nice treat! :),5
68167,Great course and instructors! Thanks!,5
84218,I learned a lot of information which I didn't know before although I passed other course on Python,5
22631,Nice and Succinct! Considering others in the specialization because of this.,5
93904,Great course with an entertaining lecturer,5
39490,This course is bit disappointing because of the way it has been presented. Ideally the speaker should focus on detailing the points highlighted in the slides but in this course the speaker is just passing on the same information which are there on slides without adding much value. Although i was deeply interested in this subject and would look forward to the revised version of the same.,2
41504,Highly recommended!!,5
90342,it is a wonderful course!,5
96060,"This course has been immensely helpful in teaching how to teach the violin. I recently started teaching violin lessons and I am so much more confident about instructing my students correctly from the beginning, thanks to this course. It was fantastic to see the teaching happening, making the course practical, not just theoretical. Thank you!",5
95706,"Fantastic discussion and live examples of pieces. This course gave me a wonderful overview and context for understanding the development of the string quartet. What I found most fascinating was the pure objectivity in the lectures and the plethora of styles I was introduced to that previously I had not known (Webern, Smetana and Shostakovitch). Both Mr. Steinhardt and Ms Chung are excellent scholars. I highly recommend this course as it gives you a lifetime of specific quartets to get to know.",5
51779,It's a wonderful course! Congrats to the staff.,5
100210,It is the best course and the professor is also the best. ...THANK YOU VERY MUCH FOR THIS COURSESHAILESH MORE,5
1013,This is great course,5
97384,My favourite Subject is on...,5
27119,Appreciate this course!!!! I have been given a foundation and will continue to build upon my understanding. :),5
89958,I love the course's content but discussions are of poor quality and the honors tracks assignments are a little messy. I ought having more explanation about the tool to use or maybe doing the programming assignments in another tool/language than Lenskit even it seems like a decent project.,4
56034,"Loved this course. When I started I thought even basic machine learning was way too complex, and how wrong was I? Andrew makes machine learning approachable and fun. The best part of the course was the tips to approach ml problems and debug them. Recommend. Recommend. Recommend.",5
54057,Excellent course with interesting assignments that gives thorough understanding of involved concepts. Thank you Ng Sir .,5
71412,"Really good intro to functional programming, make sure you practice a lot!",5
41414,"Does very little to actually help you learn JAVA. Explains nothing about why the language works as it does.. Also it insists on you using their libraries and programming environments. You spend perhaps 20% of your time actually practicing coding, and the rest is wasted in libraries you will never use again. Such a waste",1
103611,"Very good instructor, easy to follow and to remember what was explained. This course fulfilled my expectations by giving a good overview on the topic and a basis for further studies. I also liked that the tests were not too easy and covered all the topics explained in the videos. This makes it easier to remember them.",5
84993,Awesome course. Loved it,5
65882,"Great learning experience!I enjoyed all the videos, the presented material, and the interaction with other students enrolled in the course... I will recommend this course to anyone interested in this topic :-)",5
26111,"The instructor videos were clear and informative. The course had a balanced mix of game development theory and practical exercises. Solid introduction to the Unity game design platform. The projects increased in difficulty and time commitment as the course progressed, building on prior knowledge. The peer review of game files was challenging at times, but it was a good experience to create actual games.",4
17377,Let me deal with data in a new way.,5
99638,"I didn't know how to make cashflow assumptions. Also, instructor jumps from one lesson to another without enough explanation how did he reach to the solution",2
58327,best course for beginner.,5
76333,SImply Great.,5
104628,"Enjoying it, but missed out a bit before...",4
43496,This course is a great way to start learning again.,5
37449,Excellent teacher and excellent information!,5
147,Excellent introduction to 3D printing.,5
105970,Very nicely done.,5
88794,Very good introduction to philosophy. The professors share simple and effective analogies to explain philosophical concepts. The concepts are also woven into interesting topics that would make one think. Highly recommend this course to everyone.,5
74342,Great course - I like the short book chapters and short videos. Looking forward to the next course.,4
48866,Amazing course and really inspiring teacher!!!,5
103791,Great Course for learning Swift,4
11310,"Possibly a bit too simple for an advanced English learner. However, first time ever to complete a business plan writing. Pride of myself!",4
17216,"Great course, great materials!",5
56067,"It's unbelievable that I can learn more sitting miles away than by sitting in an actual class. And the sole reason for that is the tremendous work Prof. Ng, the mentors and all others related to the course have put in in bringing this course online. Videos are extremely well explained and the programming assignments are just the right amount of challenging that leave a sense of satisfaction upon completion. It's a wonderful and unique attribute for a course to have its students attached to it. This one managed to achieve just that. Thanks!",5
47695,Just perfect! Really informative and fun at the same time!,5
51048,"Great introductory course! I had no doubt that there was a connection between what we eat and our health, but I had very little to no idea how much microbes are involved in our being. I enjoyed this course very much and will recommend it to others!Thank you!",5
53226,Outstanding course. Andrew is a very engaging teacher. It was a challenging course but fun nonetheless. Thank you Andrew!,5
85707,Fantastic course. Properly presented,5
41653,"Comprehensive course for beginners level.The lectures are thorough with many examples and resources.Assignments are interesting, with gradual level and lots of fun.Very recommended!",5
8240,"I'm grateful to the instructor(s). However, when I turned on closed caption to get used to the accent, the CC text covered part of the slide information. Overall, this is a good course to take. I'm glad I took it. Also, I was hoping that there's a clear instruction of Cloudera Quick Start on Linux.",4
3915,top,5
61984,"The teacher was rather informative, he analyzed the subject to its detail i am very satisfied.",4
18839,This is one of the unique course on node-red and bluemix topics.,5
12924,Interesting course ... final quiz is a little bit going deep into details,4
23315,very insightful....,4
26523,"Have completed 3 weeks, and find the course very good.Lot of effort to build the content, very clear and detailed and explanation and if you repeat it yourself while going thru the lecture, the concepts will be get much more clearer.Programming is all about practice, but this could be a very good starting point.",4
68185,Very good course for quick learning !!,5
95100,"As a python newbie, I found this course challenging yet so much fun to learn. Dr. Brooks presented the lectures in a very organized way and made them easy to follow. If you have experience in R, you probably would pick up Pandas real quick. Students are expected to devote a lot of time into the assignments and try to find the answer on your own. But with all the great tips and clarifications from our diligent mentor Sophie Greene, it's definitely achievable.Will take the other courses in this specialization and definitely recommend it to anyone who's interested in data analysis.",5
42024,"It's a very instructive course. Within 6 days, I turned from not knowing anything about Adobe Illustrator to become very fond of it.One caveat, though: Adobe Illustrator CC free license only allows you a 7-day of free use (not 1 month as mentioned in the lecture), so you'd better be able to do all the projects within those 7 days if you want to use it for free.",4
32481,"Nice course. I sometimes wished the lectures had more in depth coverage of the material instead of so many ""big picture"" statements. But overall, the course was a nice overview of diseases. Thank you to the instructors!",4
51318,"Challenging but excellent, Tha",5
43042,"I took this course as a preparatory course based on my intent to invest more time in the Coursera course catalog. In addition to providing useful tips and practical study habits and techniques, the lessons also provides insight into brain function and specifically those techniques which help the brain register and maintain the information it absorbs. I found this course to be informative and useful in application.",4
63059,It is a very good course for embedded system enthusiasts.,4
16200,"Most of contents are already in the books like Cracking the Coding Interview and similar ones. If you have them, you don't need to take this course.It can be good for students who have never had an interview.",2
20652,The course cleared a lot of doubts i was having in public health linked to community optometry. Thanks for the basic knowledge.,5
32184,"Loved it. Louis is a wonderfully calm, patient, humourous and knowledgeable teacher - he knows how to present the information so that even complete novices like myself can understand everything. I 100% recommend this course!",5
41872,"Lot of math! but I can handle it. I learned a lot and I love it, thank you.",5
43446,One of the best courses I've ever taken. Would gladly attend more such courses.,5
30279,this course is very good,5
88721,I really enjoyed this course. I recommend it to anyone that wants to be challenged to utilize and improve an Architecture with Python.,5
37244,this course is great thanx to professor David RossiterI've finished it with success thank you Mr Rossiter,5
92922,"I have completed only first week while providing the review, Professor has made very complex contents very simple, which he would have learned through years in a organized manner , I appreciate the SWIRL package which helps to provide a hands on with a guided tour ... Thanks ......",5
62505,Very useful,4
8923,good course for professional career development,5
69523,An excellent start for learning the Chinese language!,5
92122,Dr. Chuck has a way to explain course materials very clear and straightforward. I would certainly recommend this course to anyone interested in learning python.,5
75460,I understand the basic op the python language.,4
66786,excellent instructor with rich materialthe best,5
105069,"The course is extremelly good!To point out,the information is necessary in real life,in real life content!",5
81713,very nice course,5
26503,Great course !!,5
54149,Great lesson.,5
83967,The course is awesome! I've learnt a lot.,5
24710,"This course was very useful, provided me with the basic knowledge that I needed about management. This course was my chance of exploring this subject which I grow interested in recently. I'm very happy I found it on Coursera and now proud that I have completed it. Thank you very much!",5
15621,This course has been unbelievably useful. It has exceeded my hopes. It is well taught and the assignments have really challenged me. I have learnt just as much by reviewing the work of others. Thanks so much.,5
11006,"very poor. even though for the most part I found the videos engaging, the course's overall structure doesn't help to 'read the novel together', as is stated in the title. the quizes are poorly written, even for me, a native russian speaker, it was often hard to understand the questions, and sometimes its plain guess work on the opinions of the course authors. often a required number of answers to pass a quiz is the same as the total number of questions in that same quiz. the essay's topics rarely correspond with the actual reading of the book. for the very first week the essay required knowledge of the book that hasn't been read yet by the participants. or it should be stated that one needs to read the book prior to taking the course. then again that would require the change of the course's name.",1
29467,The course was good and the material was interesting. I wish that the course were more video-based however. There are some videos but they are meant to be played at specific points during the reading.,4
46176,"Excellent course for anyone who wants to be a better learner! This course is based on solid findings from neural science, and it gives many study tips.",5
78720,"There should be section for more challenging and difficult questions , so that we can improve our problem solving ability without breaking the flow.",5
50612,This course is amazing !!!! I like how Joordans simply and clearly explains everything! This course is highly recommended for everyone!,5
42286,Out standing,4
68713,It's pretty good class that give a quick understanding of what Machine Learning is. It simple but not easy. Really amazing!,5
17028,This course hardly has any new content and a lot of it is also repeat from previous courses.,1
62631,Great basics,5
55619,"Amazing course. Great lectures, examples and programming assignments. Would recommend to anyone interesting in Machine Learning.",5
82402,Excellent course covering meteor fundamentals. Reasonably challenging final assignment especially if you take on the extra features. Instructor was clear and concise. Loved it!,5
73455,"this course is thorough and in depth, but also understandable. It's enjoyable too.",5
45165,it was very great time spent in this course very interesting and very useful,5
55918,"A great course to start Machine Learning. The theoretical concepts are very well explained, starting from the intuition and going to the practical recommendations of a professor who is a reference in the field. The course comes with programming exercices in Octave/Matlab that are quite fun to do. These exercices give you a nice set of tools with which you can apply Machine Learning to your own problems. Thank you so much for offering everyone the chance to learn Machine Learning with Coursera !",5
101861,"Engaging, well-paced and practically orientated",5
106981,This is just what I looking for. It is very insightful and encouraging.,5
73508,"Great course,, easy to follow and informative. I would love to see a case study to follow through some examples as it would be an interesting way to tie together some information.",4
13277,"Great course! Very useful for developing strategic mindset in both personal life, business and career! I HIGHLY recommend if your feel interested in the subject!",5
2401,A great insight into the addicted brain and what can be done about it all. A great broad introduction into drug addiction and the brain.,4
29262,"I really liked this course. I have owned and trained dogs from a very early time in my life. I found it very interesting how dogs evolved from wolves and how that is apparent in dogs today. I typically like courses to be heavy on the science side, but this class was well presented for mid-level people or people who don't have a science background. Of course people will disagree with some of the material but overall it was an interesting class and the book recommended for the class was a good read. Mahalo from Hawaii",5
45609,"I wish I had this course when I was growing up. This should be a staple for all to better understand themselves, others and to maximize a life-long journey of learning. Thank",5
43854,was very informative. will definitely use these skills when taking tests and studying,5
98366,Great course!,5
68186,It's a very good and very structured course which gives you a very nice insight of all the basic concepts in machine learning today and prepares you for the next courses to come.,5
1498,Awesome course! The best I ever seen.,5
25188,Theory and practical content very well balanced. Use of tools to see how ETL concept works.,5
68969,"It is great to understand overall machine leacning technique. However, one thing which is not good is we should use dato's product, graphlab almost mandotorily. This product is very expensive, so we would be hard time persuading our company to purchase the license. I think it is much better for course student to have special offer from dato",4
40886,"Thanks a lot, both curses were very interesting and will help a lot in future research!",5
94587,"If you want to memorize what year countries started their public broadcast systems, this is the course for you.It only briefly discusses critical paradigm shifts and shows. The course lacks a critical analysis element and the video lectures are unstructured. It would be almost impossible to pick three key points they want you to learn from each video.",1
54596,Nice introduction to Machine learning,5
98554,Very animated and enthusiastic instructor. Providing the lecture slides was very helpful.,5
27445,A great beginner level course to get a quick view of stuff game theory deals with.,5
64081,"Very good course, with clear explanations of the key concepts. However, I felt hindered in being able to complete all tasks in the homeworks each week as many questions alienate someone like me with little mathematics/physics background. I feel if the questions were more general I would have been able to perform better each week. Very good lecture content though.",4
3266,Great Course for those who wants to go deeper in Front-End Frameworks,5
15374,I really enjoyed this course. Have been using Python for years but never jumped into data management and visualization. This course helped me doing that and presenting results in a beautiful and useful way.I am not rating with 5 starts because the rating system is cumbersome. I submitted my first assignment late and they were not peers to review my work so I am still waiting after a month of rejoining the course.,4
12062,Very helpful to understand Cryptocurrency!,5
71077,Great course!!! Awesome experience,5
84300,pretty good!,5
9507,This course is not good in giving lessons with examples that will help a with studying for the quizzes.,1
42843,"Have many interesting aspects for teachers too understand, especially on how focus and defused mode of the brain works, and how to use it effectively in your lectures . only thing i think there is missing is a bit more theory about the serotonin, Dopamine and Acetylcholine. so it's not only primal function mentioned , but also how it interaction with the brain itself.",4
85275,Very good course.,5
95687,This was an excellent course. It gave me a deeper understanding of the grace to be found in the string quartet.,5
38748,"Great course covering a wide range of media platforms. Each week was a journey in one particular media field, from the initial entry of technology to the modern day legal issues raised by these businesses. Randy Picker is very easy to follow and enjoyable to listen to, and clearly has a deep knowledge and passion for the topics he discusses.",5
84120,"Engaging, simplified content (easy to understand concepts and functions)",5
69481,"Really good, bite-sized information to get started on Mandarin",4
46220,Excellent course with wonderful insights!,5
41416,Great course and great professors. Very interesting knowledge base to learn from.,5
78559,The lessons are simplified and very easy to understand.,5
43171,"Really, Really interesting.",5
16371,Intersting Mentor.,5
60693,Very Helpful!!,5
27175,Why 5 stars:1. The amount of effort to put the course together is evident. It is not easy to go over all the basics in such short videos but Yaakov has managed to construct the course in such a way that we have enough understanding to ask the right questions that we can then investigate.2. Practice quizzes after the lectures are very helful. They help us refresh the concepts and also give us a sense of confidence that we have understood the lecture.3. The on screen recording is done very well. No clutter or unnecessary clicks and easy to follow.4. Engages with students in the forums.Room for improvement:1. A cheat sheet document would be great. I am taking notes but wish I had an organized and concise document that contains the rules/syntax that need to be memorized.,5
68651,Excellent. Went through the introduction videos and course material. Great one. Thanks for publishing it .,5
58834,"Great content, well documented, good exercises and scripts for work submission",5
74893,It was so excellent! Give Professor Severence a raise for this awesome course he has created,5
75838,Easy for people at the begining,5
32989,Good introduction course,5
83826,"one of the best courses I ever learned,each topic explained very thoroughly . I liked the dictionary section and file section very much. guess tuples are easy, but are underdogs, they can be game changers in next lessons . Thank you Dr.Chunk",5
73180,Perfect!,5
39292,"too easy, little content, can pass course easily without watching any of the videos",1
64601,"A great course on predominantly the western course of history from 1760 to 1910; one that focuses on ideas and movements that shaped the world, not a course that focuses on western history for reasons of eurocentrism alone. Where the course is eurocentric, it is so by necessity, a symptom of a well-balanced, well-structured course that strives for an approach that poses questions in an earnest and truthful manner.The professor who runs this course is a highlight. His voice and presentation style makes the course that much easier to enjoy. I hope to later follow him and pay attention to his external writings and insights, even in my time beyond studying this online course.",5
56170,"Prof Andrew Ng's teaching style and delivery makes it easy to understand difficult concepts. The course material and assignments were neither too simplistic nor too complicated. It was a perfect introduction to machine learning, enabling you to take courses on more advanced topics in ML & AI.",5
39820,the best. with first hand materials,5
5859,Loved the problem in the course.,5
33073,"I really enjoyed this course, it was very informative. My only complaint is that on quiz questions that included example code, sometimes the ends of lines were cut off. I had to copy and paste them into an editor to read the entire thing.",5
4489,"The course is more on analysis techniques as opposed to Excel shortcuts, tips and tricks. It certainly helps if you have a good background in algebra-level math; if you're looking for a course on how to be an Excel Power User, this might not be the best fit. Otherwise, what I learned here is useful for me. Thanks!",4
17998,too theoretical without enough practical quiz and assignment,1
11969,Very interesting and relevant course for anyone interested in research involving human subjects. The teachers are very good at making a 'boring' and difficult subject interesting by providing thorough examples and very good online hand-on tools. Excellent course!,5
95447,"Really handy and useful materials. However, if we can share our codes online after receiving the certificate will be really helpful. Cause although I finished the course, I still find some of my code is repetitive and not pandorable, and I would like to learn from other talents. Thanks Coursera and University of Michigan.",5
36457,This is an excellent topic. And videos are also great.,5
28557,Awesome course. A real life changer.,5
20296,Good Course,4
15509,"I find this course very informative and they way Kris explains the process behind being a great coach very easy to understand. After starting up this course, I have found that I did things quite a bit differently, and some of the time, wrong. Kris has really opened my eyes to the ways that coaching could be done more effectively, meaningfully and respectfully.Thank you Kris, UC Davis and Coursera for bringing this into existence!",5
65863,The lessons i have learned through the course have taught me to new perspective to the time period. Great study.Thank you,4
18370,"You are forced to do your own research and study as the instruction is light. However, ample tools are provided like CopePen which allows you to test and play. The forums are a great to see what the rest of your class is doing and saying. Good luck with the course :)",5
96608,Great introduction to Web UI Frameworks!,5
19804,"Nice introductory course. I thought Prof Balch was a interesting and engaging prof. The assignments were well thought out. Here are some tips: I would not recommend this course without a grasp of python. The more Python you know, the easier it will be. Next, and more importantly, spend time learning Pandas. Pandas is extraordinary, for timeseries data. You will save a tremendous amount of time as you get deeper into this subject if you have a grasp on Pandas. Read the professors text. It is compact and to the point. Expect that you will get more out of this course the harder you work. So, try your own experiments, read the recommended texts. Think of Prof Balch as more of a tour guide and it is up to you to go explore on your own.",5
53496,I learn a lot from this course.,5
41133,I enjoyed the teacher. He made the class interesting. He introduced interesting concepts and made them enjoyable for the class. The class made me dabble in art which something I wish I could do more. Thank you!,5
